0.0;0.0;*
0.02;11381.89;*
0.03;11381.89;*
0.04;11381.89;*
0.6;11381.89;*
3.0;11381.89;*
4.0;11381.89;*
4.7;11381.89;*
5.0;11381.89;*
8.0;11381.89;*
9.0;11381.89;*
10.0;11381.89;*
11.0;11381.89;*
13.0;11381.89;*
14.6;11381.89;*
16.0;11381.89;*
17.0;11381.89;*
20.0;11381.89;*
20.1;11381.89;*
21.0;11381.89;*
22.0;11381.89;*
23.0;11381.89;*
24.0;11381.89;*
25.0;11381.89;*
26.0;11381.89;*
30.0;11381.89;*
31.0;11381.89;*
32.0;11381.89;*
34.0;11381.89;*
35.0;11381.89;*
38.0;11381.89;*
39.0;11381.89;*
40.0;11381.89;*
42.0;11381.89;*
44.0;11381.89;*
45.0;11381.89;*
46.0;11381.89;*
48.0;11381.89;*
50.0;11381.89;*
51.0;11381.89;*
53.0;11381.89;*
54.0;11381.89;*
56.0;11381.89;*
56.2;11381.89;*
58.5;11381.89;*
59.0;11381.89;*
60.0;11381.89;*
61.0;11381.89;*
62.0;11381.89;*
64.0;11381.89;*
66.0;11381.89;*
68.0;11381.89;*
69.0;11381.89;*
70.0;11381.89;*
71.0;11381.89;*
72.0;11381.89;*
74.0;11381.89;*
75.0;11381.89;*
76.0;11381.89;*
78.0;11381.89;*
80.0;11381.89;*
83.5;11381.89;*
88.0;11381.89;*
90.0;11381.89;*
91.0;11381.89;*
92.0;11381.89;*
93.0;11381.89;*
96.0;11381.89;*
99.0;11381.89;*
100.0;11381.89;*
101.0;11381.89;*
101.5;11381.89;*
103.6;11381.89;*
107.0;11381.89;*
108.7;11381.89;*
109.0;11381.89;*
110.0;11381.89;*
112.0;11381.89;*
114.0;11381.89;*
115.0;11381.89;*
116.0;11381.89;*
120.0;11381.89;*
121.0;11381.89;*
124.0;11381.89;*
124.5;11381.89;*
127.0;11381.89;*
128.0;11381.89;*
132.0;11381.89;*
133.0;11381.89;*
135.0;11381.89;*
136.0;11381.89;*
138.0;11381.89;*
138.4;11381.89;*
140.0;11381.89;*
144.0;11381.89;*
14.65;11381.89;*
148.0;11381.89;*
149.0;11381.89;*
153.0;11381.89;*
154.0;11381.89;*
155.0;11381.89;*
155.3;11381.89;*
160.0;11381.89;*
161.0;11381.89;*
163.0;11381.89;*
164.5;11381.89;*
165.5;11381.89;*
168.5;11381.89;*
171.0;11381.89;*
174.1;11381.89;*
177.0;11381.89;*
179.0;11381.89;*
180.0;11381.89;*
184.0;11381.89;*
187.0;11381.89;*
192.0;11381.89;*
197.0;11381.89;*
198.0;11381.89;*
199.0;11381.89;*
200.0;11381.89;*
202.0;11381.89;*
202.5;11381.89;*
206.5;11381.89;*
210.0;11381.89;*
215.3;11381.89;*
217.0;11381.89;*
220.5;11381.89;*
222.0;11381.89;*
223.0;11381.89;*
225.0;11381.89;*
226.0;11381.89;*
226.5;11381.89;*
226.8;11381.89;*
232.0;11381.89;*
233.0;11381.89;*
234.0;11381.89;*
236.0;11381.89;*
24.15;11381.89;*
248.5;11381.89;*
24.85;11381.89;*
249.0;11381.89;*
256.0;11381.89;*
261.0;11381.89;*
27.05;11381.89;*
271.0;11381.89;*
272.0;11381.89;*
276.5;11381.89;*
280.0;11381.89;*
294.0;11381.89;*
294.5;11381.89;*
296.0;11381.89;*
298.0;11381.89;*
299.0;11381.89;*
300.0;11381.89;*
303.0;11381.89;*
303.2;11381.89;*
312.5;11381.89;*
319.0;11381.89;*
323.0;11381.89;*
325.0;11381.89;*
336.0;11381.89;*
340.0;11381.89;*
341.0;11381.89;*
358.0;11381.89;*
372.0;11381.89;*
389.0;11381.89;*
395.0;11381.89;*
398.0;11381.89;*
400.0;11381.89;*
404.9;11381.89;*
486.5;11381.89;*
499.0;11381.89;*
500.0;11381.89;*
501.0;11381.89;*
502.0;11381.89;*
512.5;11381.89;*
527.0;11381.89;*
540.0;11381.89;*
560.0;11381.89;*
592.0;11381.89;*
596.0;11381.89;*
620.0;11381.89;*
651.0;11381.89;*
675.0;11381.89;*
676.0;11381.89;*
680.0;11381.89;*
685.0;11381.89;*
694.5;11381.89;*
700.0;11381.89;*
730.0;11381.89;*
769.5;11381.89;*
802.0;11381.89;*
850.0;11381.89;*
895.5;11381.89;*
92.05;11381.89;*
933.0;11381.89;*
962.0;11381.89;*
985.0;11381.89;*
995.0;11381.89;*
999.1;11381.89;*
1014.5;11381.89;*
1038.0;11381.89;*
1044.0;11381.89;*
1053.0;11381.89;*
1084.0;11381.89;*
109.32;11381.89;*
1128.0;11381.89;*
1172.0;11381.89;*
1183.0;11381.89;*
1188.0;11381.89;*
1199.0;11381.89;*
1205.0;11381.89;*
1207.0;11381.89;*
1262.0;11381.89;*
1271.0;11381.89;*
1280.0;11381.89;*
1356.0;11381.89;*
1396.0;11381.89;*
1403.0;11381.89;*
1409.0;11381.89;*
1417.5;11381.89;*
1447.0;11381.89;*
146.35;11381.89;*
1494.0;11381.89;*
1535.0;11381.89;*
1553.5;11381.89;*
1555.0;11381.89;*
1573.0;11381.89;*
1584.0;11381.89;*
1621.0;11381.89;*
1640.0;11381.89;*
1704.0;11381.89;*
1718.0;11381.89;*
1772.5;11381.89;*
1815.0;11381.89;*
1881.0;11381.89;*
1917.0;11381.89;*
1978.5;11381.89;*
2051.0;11381.89;*
2087.5;11381.89;*
2175.0;11381.89;*
2293.0;11381.89;*
2339.0;11381.89;*
236.95;11381.89;*
2431.0;11381.89;*
2450.0;11381.89;*
2513.0;11381.89;*
254.39;11381.89;*
2672.0;11381.89;*
2723.0;11381.89;*
2758.0;11381.89;*
2836.0;11381.89;*
2910.0;11381.89;*
2925.0;11381.89;*
2966.0;11381.89;*
2972.0;11381.89;*
2985.0;11381.89;*
2992.0;11381.89;*
2995.0;11381.89;*
2996.0;11381.89;*
299.85;11381.89;*
2999.0;11381.89;*
3016.5;11381.89;*
3031.0;11381.89;*
3045.0;11381.89;*
3047.0;11381.89;*
3107.0;11381.89;*
3111.0;11381.89;*
3160.0;11381.89;*
3169.0;11381.89;*
3217.5;11381.89;*
3421.0;11381.89;*
3448.0;11381.89;*
3530.0;11381.89;*
3578.0;11381.89;*
3652.0;11381.89;*
369.75;11381.89;*
3750.0;11381.89;*
3769.0;11381.89;*
3800.0;11381.89;*
3875.0;11381.89;*
3909.0;11381.89;*
4042.0;11381.89;*
4070.0;11381.89;*
4097.0;11381.89;*
4125.0;11381.89;*
4379.0;11381.89;*
4533.0;11381.89;*
4618.0;11381.89;*
462.51;11381.89;*
4701.0;11381.89;*
